STN,YYYYMMDD,;HH,;DD,;FH,;FF,;FX,;T
321,20201115,;3;170;130;140;170;140,  1
321,20201115,;4;170;130;140;170;139,  1
321,20201115,;5;160;130;130;160;140,  1
321,20201115,;6;160;140;140;170;143,  1
321,20201115,;7;150;130;120;160;140,  1
321,20201115,;8;160;140;150;180;143,  1
321,20201115,;9;150;150;150;190;141,  1
321,20201115,;10;160;160;150;190;146,  1
321,20201115,;11;160;150;150;210;136,  1
321,20201115,;12;160;160;170;210;131,  1
321,20201115,;13;170;160;160;200;136,  1
321,20201115,;14;210;160;160;220;123,  1
321,20201115,;15;210;150;140;210;123
321,20201115,;16;220;140;140;190;126
321,20201115,;17;200;130;130;170;128
321,20201115,;18;210;150;160;210;123
321,20201115,;19;210;150;140;210;110
321,20201115,;20;200;180;170;250;109
321,20201115,;21;220;160;150;210;109
321,20201115,;22;220;160;160;200;114
321,20201115,;23;220;150;150;200;114
321,20201115,;24;220;170;170;210;119
321,20201116,;1;220;170;160;210;124
321,20201116,;2;230;150;130;200;120
321,20201116,;3;240;150;110;170;119
321,20201116,;4;230;140;110;150;119
321,20201116,;5;230;140;110;160;121
321,20201116,;6;240;140;110;150;122
321,20201116,;7;240;130;120;160;125
321,20201116,;8;250;130;120;150;126
321,20201116,;9;240;120;120;150;127
321,20201116,;10;250;120;130;160;127
321,20201116,;11;250;130;120;160;125
321,20201116,;12;240;120;100;140;123
321,20201116,;13;250;110;110;130;120
321,20201116,;14;250;110;110;140;116
321,20201116,;15;250;110;100;130;117
321,20201116,;16;240;110;90;130;117
321,20201116,;17;240;100;90;120;119
321,20201116,;18;230;100;90;120;123
321,20201116,;19;220;110;110;140;127
321,20201116,;20;220;120;130;150;128
321,20201116,;21;220;120;100;150;125
321,20201116,;22;210;100;100;130;127,  1
321,20201116,;23;210;110;110;150;123,  1
321,20201116,;24;210;110;120;150;125,  1
321,20201117,;1;210;130;140;180;126,  1
321,20201117,;2;210;140;140;180;129,  1
321,20201117,;3;210;140;140;180;137,  1
321,20201117,;4;220;150;140;180;139,  1
321,20201117,;5;230;140;120;180;138,  1
321,20201117,;6;220;130;130;170;136,  1
321,20201117,;7;220;120;120;150;136,  1
321,20201117,;8;220;120;120;160;138,  1
321,20201117,;9;220;120;130;170;138,  1
321,20201117,;10;220;130;120;180;136
321,20201117,;11;220;120;130;160;138,  1
321,20201117,;12;220;130;130;180;138,  1
321,20201117,;13;220;140;130;180;138,  1
321,20201117,;14;220;130;140;170;138,  1
321,20201117,;15;210;130;120;170;137,  1
321,20201117,;16;200;120;120;140;136,  1
321,20201117,;17;210;130;140;160;138,  1
321,20201117,;18;210;130;130;160;139,  1
321,20201117,;19;220;130;130;170;140,  1
321,20201117,;20;220;120;120;160;139,  1
321,20201117,;21;210;100;100;150;136,  1
321,20201117,;22;200;100;90;130;136,  1
321,20201117,;23;200;100;100;120;132,  1
321,20201117,;24;190;90;90;120;132,  1
321,20201118,;1;190;100;90;120;131,  1
321,20201118,;2;190;90;90;120;133,  1
321,20201118,;3;190;90;90;110;131
321,20201118,;4;200;90;100;130;133
321,20201118,;5;190;110;110;140;131
321,20201118,;6;180;110;100;130;126
321,20201118,;7;170;120;120;150;119
321,20201118,;8;170;130;130;150;118
321,20201118,;9;180;120;120;150;117
321,20201118,;10;170;120;120;150;118
321,20201118,;11;170;120;130;150;122
321,20201118,;12;170;120;130;150;129
321,20201118,;13;170;120;120;160;134
321,20201118,;14;170;130;130;160;138
321,20201118,;15;170;120;120;160;142,  1
321,20201118,;16;180;130;120;160;143,  1
321,20201118,;17;180;120;110;140;142,  1
321,20201118,;18;200;130;150;180;143,  1
321,20201118,;19;200;150;150;190;141,  1
321,20201118,;20;200;140;140;170;139,  1
321,20201118,;21;250;140;140;180;137
321,20201118,;22;250;130;130;160;130
321,20201118,;23;250;140;150;170;121
321,20201118,;24;250;140;130;180;114
321,20201119,;1;250;150;140;180;114
321,20201119,;2;240;150;130;170;114
321,20201119,;3;230;150;130;180;113
321,20201119,;4;240;150;140;170;113
321,20201119,;5;250;160;160;200;114
321,20201119,;6;250;160;150;190;113
321,20201119,;7;260;150;150;190;112
321,20201119,;8;260;150;140;180;111
321,20201119,;9;270;140;140;170;111
321,20201119,;10;300;130;120;160;103
321,20201119,;11;300;110;100;150;97
321,20201119,;12;330;100;100;150;107
321,20201119,;13;330;100;110;150;103
321,20201119,;14;320;110;110;140;105
321,20201119,;15;310;120;120;140;106
321,20201119,;16;320;120;120;150;99
321,20201119,;17;320;110;100;140;100
321,20201119,;18;310;100;80;130;93
321,20201119,;19;300;90;100;130;86
321,20201119,;20;320;90;80;120;86
321,20201119,;21;300;100;70;140;71
321,20201119,;22;290;80;90;110;85
321,20201119,;23;310;100;90;120;87
321,20201119,;24;330;80;70;110;78
321,20201120,;1;280;60;70;100;86
321,20201120,;2;280;60;60;90;84
321,20201120,;3;280;60;60;90;82
321,20201120,;4;290;60;60;90;80
321,20201120,;5;290;60;60;80;80
321,20201120,;6;300;60;60;80;79
321,20201120,;7;290;60;70;100;80
321,20201120,;8;290;70;70;100;83
321,20201120,;9;290;60;50;80;86
321,20201120,;10;260;50;50;80;87
321,20201120,;11;230;50;40;70;87
321,20201120,;12;230;50;60;80;90
321,20201120,;13;220;60;70;90;91
321,20201120,;14;210;70;80;100;91
321,20201120,;15;210;80;80;100;95
321,20201120,;16;200;90;90;110;98
321,20201120,;17;190;90;100;120;100
321,20201120,;18;190;110;110;130;92
321,20201120,;19;200;110;110;140;95
321,20201120,;20;190;110;110;130;99
321,20201120,;21;190;110;110;130;101
321,20201120,;22;190;120;130;150;104
321,20201120,;23;190;140;140;170;107
321,20201120,;24;200;140;140;170;109
321,20201121,;1;200;140;140;170;108
321,20201121,;2;200;130;130;160;104
321,20201121,;3;200;120;120;150;110,  1
321,20201121,;4;210;120;130;160;125
321,20201121,;5;220;140;150;190;126
321,20201121,;6;220;160;150;200;126
321,20201121,;7;230;150;130;200;126
321,20201121,;8;220;150;160;190;125
321,20201121,;9;230;150;140;200;125
321,20201121,;10;230;150;140;190;124
321,20201121,;11;230;150;130;180;123
321,20201121,;12;240;140;120;170;122
321,20201121,;13;230;140;120;170;124
321,20201121,;14;240;140;120;170;127
321,20201121,;15;240;130;100;140;127
321,20201121,;16;240;100;90;120;126
321,20201121,;17;240;120;100;140;126
321,20201121,;18;240;110;90;140;127
321,20201121,;19;230;110;90;120;127
321,20201121,;20;230;120;100;140;127
321,20201121,;21;230;110;110;140;126
321,20201121,;22;230;120;100;150;127
321,20201121,;23;230;110;100;140;126
321,20201121,;24;240;110;100;130;123
321,20201122,;1;230;110;90;120;122,  1
321,20201122,;2;240;100;90;120;126
321,20201122,;3;240;110;90;120;125
321,20201122,;4;250;100;90;120;116,  1
321,20201122,;5;250;100;80;130;115,  1
321,20201122,;6;260;80;80;110;120
321,20201122,;7;270;80;80;100;121
321,20201122,;8;290;80;80;110;118
321,20201122,;9;290;80;80;90;116
321,20201122,;10;280;80;70;90;115
321,20201122,;11;280;70;70;80;116
321,20201122,;12;270;70;70;90;113
321,20201122,;13;280;70;70;90;110
321,20201122,;14;270;70;70;80;111
321,20201122,;15;270;60;60;90;108
321,20201122,;16;270;60;60;80;104
321,20201122,;17;280;60;60;80;104
321,20201122,;18;280;60;70;80;105
321,20201122,;19;270;70;70;90;105
321,20201122,;20;280;70;60;90;103
321,20201122,;21;270;70;70;90;103
321,20201122,;22;270;80;80;100;101
321,20201122,;23;280;80;80;100;99
321,20201122,;24;290;80;80;100;97
321,20201123,;1;280;70;70;90;97
321,20201123,;2;270;70;70;80;97
321,20201123,;3;290;60;60;90;97
321,20201123,;4;280;60;60;80;98
321,20201123,;5;290;60;50;80;95
321,20201123,;6;280;50;50;70;95
321,20201123,;7;260;40;40;60;95
321,20201123,;8;240;40;40;50;96
321,20201123,;9;240;40;40;60;97
321,20201123,;10;230;40;40;60;99
321,20201123,;11;230;50;40;70;101
321,20201123,;12;200;50;50;70;100
321,20201123,;13;200;50;60;70;102
321,20201123,;14;210;60;70;80;101
321,20201123,;15;200;70;70;80;103
321,20201123,;16;190;60;60;90;104
321,20201123,;17;190;80;80;100;103
321,20201123,;18;190;80;90;100;105
321,20201123,;19;190;80;80;100;106
321,20201123,;20;220;80;70;100;112
321,20201123,;21;190;80;80;100;110
321,20201123,;22;190;80;80;90;107
321,20201123,;23;190;80;80;100;107
321,20201123,;24;190;80;80;100;109
321,20201124,;1;200;80;90;110;113
321,20201124,;2;190;90;90;110;113
321,20201124,;3;190;90;90;110;113
321,20201124,;4;170;80;80;100;106
321,20201124,;5;180;80;80;100;105
321,20201124,;6;180;80;80;90;106
321,20201124,;7;170;80;80;90;104
321,20201124,;8;170;80;90;100;103
321,20201124,;9;180;90;90;100;103
321,20201124,;10;180;90;90;110;103
321,20201124,;11;180;90;90;100;105
321,20201124,;12;170;90;90;110;101
321,20201124,;13;180;90;80;100;106
321,20201124,;14;170;90;100;110;100
321,20201124,;15;180;100;110;130;98
321,20201124,;16;160;100;90;120;101
321,20201124,;17;160;100;100;120;105
321,20201124,;18;160;110;110;130;103
321,20201124,;19;170;110;120;130;100
321,20201124,;20;170;120;110;140;98
321,20201124,;21;170;110;110;130;96
321,20201124,;22;170;110;110;130;96
321,20201124,;23;170;110;110;130;97
321,20201124,;24;180;110;110;130;99
321,20201125,;1;170;110;110;140;98
321,20201125,;2;170;100;100;130;95
321,20201125,;3;160;100;100;120;91
321,20201125,;4;160;100;90;120;93
321,20201125,;5;160;90;90;110;91
321,20201125,;6;170;90;100;110;91
321,20201125,;7;170;90;100;110;88
321,20201125,;8;170;90;90;110;86
321,20201125,;9;170;90;90;110;88
321,20201125,;10;190;80;70;100;90
321,20201125,;11;180;70;70;90;87
321,20201125,;12;190;70;70;90;89
321,20201125,;13;180;80;70;90;92
321,20201125,;14;200;80;80;100;95
321,20201125,;15;190;70;70;90;100
321,20201125,;16;170;70;70;90;105
321,20201125,;17;170;80;80;90;108
321,20201125,;18;180;80;80;90;110
321,20201125,;19;190;70;70;90;115
321,20201125,;20;200;80;70;90;117,  1
321,20201125,;21;200;80;90;110;119,  1
321,20201125,;22;200;80;80;100;118,  1
321,20201125,;23;300;70;60;100;109,  1
321,20201125,;24;300;60;60;70;107
321,20201126,;1;310;50;50;70;106
321,20201126,;2;320;40;40;60;107
321,20201126,;3;310;40;50;60;109
321,20201126,;4;320;40;40;60;106
321,20201126,;5;320;40;50;60;105
321,20201126,;6;320;40;40;60;103
321,20201126,;7;320;30;30;50;105
321,20201126,;8;360;30;30;40;103
321,20201126,;9;340;20;20;50;103
321,20201126,;10;350;30;40;50;101
321,20201126,;11;350;30;20;40;95
321,20201126,;12;100;20;20;30;99
321,20201126,;13;70;10;10;20;101
321,20201126,;14;50;10;10;20;102
321,20201126,;15;360;10;20;20;103
321,20201126,;16;40;20;20;30;103
321,20201126,;17;20;20;30;30;103
321,20201126,;18;10;30;30;40;101
321,20201126,;19;20;30;30;40;101
321,20201126,;20;40;30;30;40;97
321,20201126,;21;60;20;30;40;97
321,20201126,;22;80;30;30;40;95
321,20201126,;23;70;30;30;40;92
321,20201126,;24;70;30;20;40;91
321,20201127,;1;60;30;30;40;93
321,20201127,;2;50;30;30;40;92
321,20201127,;3;50;30;30;50;92
321,20201127,;4;50;30;30;40;93
321,20201127,;5;60;30;30;40;92
321,20201127,;6;60;30;30;40;91
321,20201127,;7;80;40;30;50;89
321,20201127,;8;60;40;40;50;89
321,20201127,;9;60;40;50;60;87
321,20201127,;10;80;50;50;60;87
321,20201127,;11;90;40;40;60;88
321,20201127,;12;70;30;40;50;88
321,20201127,;13;60;30;30;50;88
321,20201127,;14;70;30;30;50;89
321,20201127,;15;60;40;40;50;90
321,20201127,;16;70;40;40;60;92
321,20201127,;17;90;40;40;50;92
321,20201127,;18;90;40;40;50;93
321,20201127,;19;80;40;40;50;92
321,20201127,;20;80;40;40;50;90
321,20201127,;21;80;50;50;60;92
321,20201127,;22;70;60;60;70;88
321,20201127,;23;70;50;60;70;86
321,20201127,;24;80;50;50;70;91
321,20201128,;1;90;60;70;80;90
321,20201128,;2;100;70;70;80;93
321,20201128,;3;90;70;70;80;89
321,20201128,;4;100;60;60;70;88
321,20201128,;5;100;50;60;70;86
321,20201128,;6;100;50;50;60;85
321,20201128,;7;100;50;60;70;81
321,20201128,;8;100;50;50;60;82
321,20201128,;9;90;50;40;60;85
321,20201128,;10;90;50;50;60;85
321,20201128,;11;90;60;60;70;86
321,20201128,;12;90;50;50;70;88
321,20201128,;13;80;50;50;60;89
321,20201128,;14;70;40;30;60;97
321,20201128,;15;70;30;40;50;101
321,20201128,;16;60;50;50;60;101
321,20201128,;17;60;50;60;70;101
321,20201128,;18;60;60;60;70;98
321,20201128,;19;60;60;60;70;90
321,20201128,;20;70;70;70;80;75
321,20201128,;21;70;60;60;80;66
321,20201128,;22;70;60;60;70;61
321,20201128,;23;80;60;50;70;59
321,20201128,;24;80;50;50;70;57
321,20201129,;1;80;50;50;80;61
321,20201129,;2;70;50;50;70;63
321,20201129,;3;70;40;50;60;65
321,20201129,;4;70;50;50;70;63
321,20201129,;5;80;50;50;70;60
321,20201129,;6;60;50;50;70;59
321,20201129,;7;70;50;60;80;55
321,20201129,;8;70;50;50;80;53
321,20201129,;9;80;40;30;80;53
321,20201129,;10;80;40;40;60;51
321,20201129,;11;80;40;30;60;50
321,20201129,;12;60;20;30;50;51
321,20201129,;13;70;20;20;40;55
321,20201129,;14;10;20;10;50;57
321,20201129,;15;50;20;20;40;57
321,20201129,;16;70;20;20;40;55
321,20201129,;17;80;20;20;40;56
321,20201129,;18;120;20;30;50;57
321,20201129,;19;150;20;10;40;59
321,20201129,;20;150;20;20;40;59
321,20201129,;21;150;20;30;40;56
321,20201129,;22;140;30;40;50;51
321,20201129,;23;140;30;20;50;50
321,20201129,;24;160;40;40;60;48
321,20201130,;1;190;40;40;50;51
