STN,YYYYMMDD,;HH,;DD,;FH,;FF,;FX,;T
321,20200131,;12;210;140;150;180;93
321,20200131,;13;210;140;150;180;95
321,20200131,;14;210;140;140;180;91
321,20200131,;15;210;140;150;180;92
321,20200131,;16;200;150;140;190;93
321,20200131,;17;210;150;150;200;98
321,20200131,;18;210;150;160;190;103
321,20200131,;19;210;150;140;200;105
321,20200131,;20;200;160;150;200;104
321,20200131,;21;200;150;140;180;105
321,20200131,;22;210;130;150;180;104
321,20200131,;23;200;140;140;180;100
321,20200131,;24;200;130;130;170;105
321,20200201,;1;210;130;140;170;105
321,20200201,;2;210;130;130;160;105,  1
321,20200201,;3;210;130;130;170;102
321,20200201,;4;210;130;120;160;101
321,20200201,;5;210;120;110;150;99
321,20200201,;6;210;110;100;130;97
321,20200201,;7;220;100;110;140;98
321,20200201,;8;220;110;100;140;97
321,20200201,;9;220;110;120;140;97
321,20200201,;10;220;120;130;160;98
321,20200201,;11;230;130;110;150;101
321,20200201,;12;230;130;110;140;99
321,20200201,;13;230;120;130;170;101
321,20200201,;14;230;130;130;170;102
321,20200201,;15;230;130;120;170;102
321,20200201,;16;230;120;100;140;101
321,20200201,;17;220;120;110;140;99
321,20200201,;18;240;140;120;160;101
321,20200201,;19;230;120;100;140;100
321,20200201,;20;230;130;110;150;98
321,20200201,;21;230;140;120;160;97
321,20200201,;22;240;130;110;160;96
321,20200201,;23;240;130;110;140;94
321,20200201,;24;240;120;100;130;92
321,20200202,;1;240;110;90;120;90
321,20200202,;2;240;110;80;120;88
321,20200202,;3;230;90;70;100;88
321,20200202,;4;220;80;80;100;86
321,20200202,;5;210;70;60;100;85
321,20200202,;6;190;60;70;80;80
321,20200202,;7;160;70;80;90;75
321,20200202,;8;160;90;90;120;74
321,20200202,;9;150;90;90;110;66
321,20200202,;10;150;80;70;120;73
321,20200202,;11;230;100;120;160;106
321,20200202,;12;240;120;110;160;106
321,20200202,;13;240;130;110;150;106
321,20200202,;14;240;120;110;140;109
321,20200202,;15;240;130;100;140;106
321,20200202,;16;230;120;100;130;106
321,20200202,;17;230;110;100;120;108
321,20200202,;18;220;110;110;130;101
321,20200202,;19;220;130;130;160;102
321,20200202,;20;220;140;140;170;103
321,20200202,;21;220;120;120;160;103
321,20200202,;22;210;130;120;150;101
321,20200202,;23;220;130;120;150;101
321,20200202,;24;220;120;100;150;101
321,20200203,;1;230;110;100;140;100
321,20200203,;2;230;120;110;140;100
321,20200203,;3;230;130;110;150;102
321,20200203,;4;230;130;110;140;101
321,20200203,;5;230;120;110;150;100
321,20200203,;6;230;120;110;150;100
321,20200203,;7;240;130;100;140;98
321,20200203,;8;240;130;110;140;98
321,20200203,;9;240;120;110;150;98
321,20200203,;10;240;120;110;140;95
321,20200203,;11;240;120;90;140;95
321,20200203,;12;230;110;90;120;93
321,20200203,;13;230;100;90;120;92
321,20200203,;14;230;100;90;130;93
321,20200203,;15;220;100;100;130;94
321,20200203,;16;210;90;80;110;91
321,20200203,;17;220;80;80;110;93
321,20200203,;18;250;80;90;120;77
321,20200203,;19;270;70;60;110;88
321,20200203,;20;290;70;80;100;88
321,20200203,;21;280;80;70;90;87
321,20200203,;22;290;100;120;140;82
321,20200203,;23;290;130;130;160;75
321,20200203,;24;280;140;140;170;73
321,20200204,;1;280;150;150;180;69
321,20200204,;2;270;140;140;190;68
321,20200204,;3;270;150;150;190;66
321,20200204,;4;270;150;150;190;66
321,20200204,;5;270;150;160;190;67
321,20200204,;6;270;160;160;210;66
321,20200204,;7;270;170;160;210;63
321,20200204,;8;270;160;160;200;66
321,20200204,;9;270;160;170;210;66
321,20200204,;10;270;160;150;200;69
321,20200204,;11;280;150;160;200;70
321,20200204,;12;280;150;130;190;71
321,20200204,;13;280;140;140;180;74
321,20200204,;14;290;150;160;200;79
321,20200204,;15;300;160;160;210;79
321,20200204,;16;310;160;150;200;83
321,20200204,;17;320;150;140;200;85
321,20200204,;18;340;130;120;190;82
321,20200204,;19;350;100;90;130;80
321,20200204,;20;340;80;70;100;81
321,20200204,;21;340;80;70;90;81
321,20200204,;22;340;70;80;90;79
321,20200204,;23;350;70;60;90;81
321,20200204,;24;350;60;70;80;80
321,20200205,;1;340;60;70;80;80
321,20200205,;2;350;60;60;80;77
321,20200205,;3;340;60;60;90;73
321,20200205,;4;10;40;40;70;75
321,20200205,;5;330;30;40;60;78
321,20200205,;6;340;40;30;70;79
321,20200205,;7;340;40;40;60;78
321,20200205,;8;330;30;40;50;78
321,20200205,;9;350;50;50;70;74
321,20200205,;10;320;40;30;60;75
321,20200205,;11;310;40;20;50;89
321,20200205,;12;300;20;10;30;92
321,20200205,;13;250;20;30;40;83
321,20200205,;14;270;20;20;40;80
321,20200205,;15;260;30;40;50;78
321,20200205,;16;270;50;50;70;77
321,20200205,;17;270;50;50;70;75
321,20200205,;18;240;50;40;70;74
321,20200205,;19;230;40;40;50;75
321,20200205,;20;240;50;40;60;76
321,20200205,;21;240;50;40;60;77
321,20200205,;22;240;50;40;60;77
321,20200205,;23;240;50;50;70;77
321,20200205,;24;250;60;50;60;77
321,20200206,;1;240;60;60;70;76
321,20200206,;2;260;60;60;70;76
321,20200206,;3;260;60;60;80;75
321,20200206,;4;260;60;60;70;74
321,20200206,;5;260;50;50;60;74
321,20200206,;6;260;50;50;60;73
321,20200206,;7;250;50;50;70;73
321,20200206,;8;260;50;50;60;74
321,20200206,;9;270;50;40;60;80
321,20200206,;10;270;40;40;50;85
321,20200206,;11;270;30;30;40;87
321,20200206,;12;260;30;30;40;84
321,20200206,;13;260;30;30;40;84
321,20200206,;14;240;20;20;30;84
321,20200206,;15;230;20;10;20;79
321,20200206,;16;210;10;20;20;77
321,20200206,;17;220;20;20;20;73
321,20200206,;18;200;20;20;30;73
321,20200206,;19;190;20;20;30;72
321,20200206,;20;190;20;20;30;72
321,20200206,;21;180;20;20;30;71
321,20200206,;22;130;10;10;20;70
321,20200206,;23;110;20;30;40;69
321,20200206,;24;110;40;40;50;68
321,20200207,;1;110;50;60;70;64
321,20200207,;2;120;60;60;70;64
321,20200207,;3;120;60;60;70;63
321,20200207,;4;120;60;70;80;56
321,20200207,;5;120;80;80;100;55
321,20200207,;6;110;90;90;100;52
321,20200207,;7;100;80;80;110;52
321,20200207,;8;100;80;80;90;50
321,20200207,;9;110;80;80;100;51
321,20200207,;10;130;90;90;110;51
321,20200207,;11;130;90;80;100;55
321,20200207,;12;130;80;80;90;58
321,20200207,;13;130;80;90;100;63
321,20200207,;14;120;90;100;110;70
321,20200207,;15;130;100;110;130;77
321,20200207,;16;130;100;110;130;82
321,20200207,;17;140;100;90;120;85
321,20200207,;18;140;90;90;110;85
321,20200207,;19;150;90;90;110;83
321,20200207,;20;160;100;100;130;83
321,20200207,;21;160;100;110;130;81
321,20200207,;22;160;100;100;130;81
321,20200207,;23;170;100;90;120;77
321,20200207,;24;170;100;90;120;79
321,20200208,;1;170;100;100;120;78
321,20200208,;2;170;100;90;120;79
321,20200208,;3;160;100;100;110;80
321,20200208,;4;160;100;100;120;81
321,20200208,;5;160;100;100;120;82
321,20200208,;6;170;100;100;120;84
321,20200208,;7;170;90;90;120;84
321,20200208,;8;180;90;100;110;87
321,20200208,;9;180;90;90;130;88
321,20200208,;10;190;80;80;100;84
321,20200208,;11;230;90;70;110;91
321,20200208,;12;230;60;40;70;89
321,20200208,;13;210;60;70;90;88
321,20200208,;14;200;80;80;100;88
321,20200208,;15;210;80;80;100;89
321,20200208,;16;190;70;80;90;87
321,20200208,;17;190;80;80;100;86
321,20200208,;18;200;80;100;110;89
321,20200208,;19;200;100;100;130;89
321,20200208,;20;190;90;90;120;86
321,20200208,;21;190;100;100;130;84
321,20200208,;22;180;90;90;110;81
321,20200208,;23;180;100;100;130;80
321,20200208,;24;180;100;110;140;83
321,20200209,;1;180;120;120;150;81
321,20200209,;2;180;140;150;170;86
321,20200209,;3;180;140;140;180;86
321,20200209,;4;180;160;160;200;87
321,20200209,;5;190;170;170;210;85
321,20200209,;6;180;180;180;230;84
321,20200209,;7;190;180;180;230;86
321,20200209,;8;180;190;190;240;85
321,20200209,;9;180;190;200;250;84
321,20200209,;10;180;210;210;270;92
321,20200209,;11;180;210;220;270;95
321,20200209,;12;190;220;210;270;99
321,20200209,;13;180;220;210;270;98
321,20200209,;14;190;220;210;280;104
321,20200209,;15;190;210;210;290;95
321,20200209,;16;190;210;200;270;104
321,20200209,;17;200;220;230;310;112
321,20200209,;18;210;240;230;320;112,  1
321,20200209,;19;220;200;170;290;89
321,20200209,;20;210;170;170;230;102
321,20200209,;21;220;180;170;240;108
321,20200209,;22;220;170;170;240;104
321,20200209,;23;230;160;170;220;105
321,20200209,;24;230;180;160;240;103
321,20200210,;1;230;170;160;230;103
321,20200210,;2;230;170;150;210;101
321,20200210,;3;230;170;140;210;100
321,20200210,;4;250;190;160;230;92
321,20200210,;5;250;170;140;240;71
321,20200210,;6;250;190;200;250;82
321,20200210,;7;250;200;200;260;82
321,20200210,;8;250;200;170;260;81
321,20200210,;9;250;190;190;240;77
321,20200210,;10;240;180;170;220;79
321,20200210,;11;250;190;170;240;81
321,20200210,;12;240;180;140;210;83
321,20200210,;13;230;170;150;200;89
321,20200210,;14;220;170;170;220;92
321,20200210,;15;210;170;160;220;88
321,20200210,;16;210;170;170;230;77
321,20200210,;17;240;170;160;240;90
321,20200210,;18;230;160;160;210;94
321,20200210,;19;290;180;140;240;59
321,20200210,;20;260;140;150;180;63
321,20200210,;21;240;140;140;170;70
321,20200210,;22;260;180;190;240;68
321,20200210,;23;250;190;190;250;63
321,20200210,;24;250;190;190;250;66
321,20200211,;1;250;200;200;250;65
321,20200211,;2;250;200;190;250;65
321,20200211,;3;250;200;190;240;65
321,20200211,;4;250;200;180;250;66
321,20200211,;5;250;200;180;240;66
321,20200211,;6;250;190;180;230;66
321,20200211,;7;250;200;190;240;64
321,20200211,;8;250;190;180;250;64
321,20200211,;9;250;190;180;250;65
321,20200211,;10;250;180;170;230;65
321,20200211,;11;250;170;170;220;67
321,20200211,;12;250;170;150;220;68
321,20200211,;13;250;170;170;220;70
321,20200211,;14;260;170;170;220;72
321,20200211,;15;260;180;180;230;-73
321,20200211,;16;250;180;180;220;-74
321,20200211,;17;260;180;170;220;-73
321,20200211,;18;260;170;160;220;-73
321,20200211,;19;260;190;200;250;-69
321,20200211,;20;250;190;190;250;-69
321,20200211,;21;250;190;180;240;70
321,20200211,;22;250;180;170;240;68
321,20200211,;23;250;190;190;230;64
321,20200211,;24;250;190;180;240;64
321,20200212,;1;250;170;170;220;63
321,20200212,;2;250;160;160;210;61
321,20200212,;3;250;170;160;210;60
321,20200212,;4;250;160;160;200;59
321,20200212,;5;260;160;160;210;60
321,20200212,;6;260;160;150;200;59
321,20200212,;7;260;150;150;190;59
321,20200212,;8;250;140;140;170;58
321,20200212,;9;250;140;140;180;60
321,20200212,;10;250;140;140;180;61
321,20200212,;11;250;140;120;170;62
321,20200212,;12;250;130;120;160;63
321,20200212,;13;250;120;110;150;65
321,20200212,;14;250;120;110;140;67
321,20200212,;15;250;110;110;140;70
321,20200212,;16;250;110;110;140;72
321,20200212,;17;250;120;120;140;75
321,20200212,;18;250;110;110;130;76
321,20200212,;19;250;100;100;130;78
321,20200212,;20;240;100;80;120;80
321,20200212,;21;240;100;80;110;81
321,20200212,;22;230;90;90;120;80
321,20200212,;23;220;90;90;110;80
321,20200212,;24;210;100;110;140;76
321,20200213,;1;200;110;120;140;74
321,20200213,;2;170;90;90;140;70
321,20200213,;3;180;110;130;150;68
321,20200213,;4;180;130;130;160;69
321,20200213,;5;170;140;130;170;70
321,20200213,;6;170;140;160;190;61
321,20200213,;7;150;160;150;200;59
321,20200213,;8;140;160;170;200;60
321,20200213,;9;160;170;160;210;67
321,20200213,;10;190;150;140;200;77
321,20200213,;11;200;120;100;160;80
321,20200213,;12;200;120;130;160;80
321,20200213,;13;190;120;110;150;82
321,20200213,;14;200;120;120;150;79
321,20200213,;15;210;120;120;170;78
321,20200213,;16;210;110;80;170;76
321,20200213,;17;210;60;40;90;77
321,20200213,;18;260;50;70;90;84
321,20200213,;19;300;90;100;140;80
321,20200213,;20;290;100;100;130;81
321,20200213,;21;280;100;100;130;79
321,20200213,;22;280;110;120;150;74
321,20200213,;23;270;120;110;150;69
321,20200213,;24;290;120;130;160;68
321,20200214,;1;290;130;120;160;72
321,20200214,;2;300;110;100;150;74
321,20200214,;3;300;110;100;130;75
321,20200214,;4;310;90;80;130;76
321,20200214,;5;310;90;80;110;75
321,20200214,;6;280;70;60;90;76
321,20200214,;7;300;50;40;90;76
321,20200214,;8;250;40;40;60;78
321,20200214,;9;230;40;40;50;78
321,20200214,;10;210;40;50;70;77
321,20200214,;11;210;60;60;80;77
321,20200214,;12;190;70;70;100;76
321,20200214,;13;180;80;90;110;76
321,20200214,;14;180;80;80;110;80
321,20200214,;15;190;90;90;120;85
321,20200214,;16;200;90;100;110;87
321,20200214,;17;190;110;110;140;91
321,20200214,;18;190;120;130;160;92
321,20200214,;19;190;120;130;150;92
321,20200214,;20;180;110;110;130;88
321,20200214,;21;170;110;110;130;85
321,20200214,;22;170;110;110;130;87
321,20200214,;23;180;110;110;130;89
321,20200214,;24;180;100;100;130;92
321,20200215,;1;180;100;100;120;88
321,20200215,;2;200;110;110;140;92
321,20200215,;3;180;110;100;150;85
321,20200215,;4;190;110;120;140;87
321,20200215,;5;180;110;110;150;88
321,20200215,;6;180;120;120;140;88
321,20200215,;7;180;120;130;140;89
321,20200215,;8;180;130;130;150;87
321,20200215,;9;170;130;130;150;86
321,20200215,;10;170;130;130;160;86
321,20200215,;11;170;130;130;160;87
321,20200215,;12;170;130;130;160;91
321,20200215,;13;170;130;130;160;95
321,20200215,;14;170;130;130;160;101
321,20200215,;15;170;130;140;160;104
321,20200215,;16;170;140;130;170;103
321,20200215,;17;170;150;160;180;108
321,20200215,;18;170;170;180;210;107
321,20200215,;19;180;180;180;230;111
321,20200215,;20;180;200;200;250;115
321,20200215,;21;180;200;200;250;111
321,20200215,;22;190;190;190;240;107
321,20200215,;23;180;180;170;240;103
321,20200215,;24;180;170;160;210;103
321,20200216,;1;180;160;150;200;100
321,20200216,;2;180;150;150;180;111
321,20200216,;3;180;160;170;220;115
321,20200216,;4;180;180;180;220;104
321,20200216,;5;180;190;190;230;110
321,20200216,;6;180;180;180;220;113
321,20200216,;7;180;180;180;230;109,  1
321,20200216,;8;190;180;180;250;120
321,20200216,;9;200;190;210;300;127,  1
321,20200216,;10;200;190;170;260;117,  1
321,20200216,;11;200;160;140;210;107,  1
321,20200216,;12;220;130;140;170;104,  1
321,20200216,;13;220;130;110;180;96
321,20200216,;14;210;100;100;120;94
321,20200216,;15;240;100;110;130;87
321,20200216,;16;250;120;140;170;91
321,20200216,;17;230;130;110;170;84
321,20200216,;18;220;130;150;190;88
321,20200216,;19;230;160;150;240;93
321,20200216,;20;220;160;160;210;90
321,20200216,;21;220;170;180;230;95
321,20200216,;22;230;180;170;240;94
321,20200216,;23;230;180;190;250;95
321,20200216,;24;230;190;190;250;87
321,20200217,;1;230;190;150;240;85
321,20200217,;2;230;180;150;230;84
321,20200217,;3;230;170;170;220;86
321,20200217,;4;230;170;160;230;89
321,20200217,;5;220;160;150;210;91
321,20200217,;6;210;150;150;200;91
321,20200217,;7;200;140;130;190;87
321,20200217,;8;200;140;140;180;84
321,20200217,;9;200;150;160;200;84
321,20200217,;10;230;160;140;200;71
321,20200217,;11;210;150;160;200;79
321,20200217,;12;210;150;150;210;85
321,20200217,;13;210;150;160;190;87
321,20200217,;14;210;150;160;210;90
321,20200217,;15;220;160;160;210;87
321,20200217,;16;210;140;130;200;89
321,20200217,;17;210;130;120;170;90
321,20200217,;18;230;120;110;150;91
321,20200217,;19;230;110;90;190;90
321,20200217,;20;230;130;120;160;94
321,20200217,;21;240;130;120;150;94
321,20200217,;22;240;130;110;160;90
321,20200217,;23;240;140;130;160;88
321,20200217,;24;240;140;120;160;84
321,20200218,;1;250;140;130;170;80
321,20200218,;2;250;150;150;180;77
321,20200218,;3;240;150;130;190;76
321,20200218,;4;250;140;130;170;75
321,20200218,;5;240;140;120;170;74
321,20200218,;6;240;130;110;150;74
321,20200218,;7;240;130;110;140;74
321,20200218,;8;240;130;110;140;75
321,20200218,;9;240;130;110;190;76
321,20200218,;10;230;140;110;160;75
321,20200218,;11;230;130;120;160;76
321,20200218,;12;230;140;120;170;79
321,20200218,;13;220;140;130;170;84
321,20200218,;14;210;130;140;170;86
321,20200218,;15;210;150;150;190;87
321,20200218,;16;210;150;140;190;90
321,20200218,;17;210;150;150;200;90
321,20200218,;18;210;160;170;210;92
321,20200218,;19;210;160;150;210;89
321,20200218,;20;210;160;160;210;91
321,20200218,;21;220;160;150;200;80
321,20200218,;22;240;130;120;190;89
321,20200218,;23;250;140;130;180;85
321,20200218,;24;270;130;130;160;82
321,20200219,;1;270;130;140;190;68
321,20200219,;2;280;130;130;170;68
321,20200219,;3;280;140;140;180;65
321,20200219,;4;280;140;140;180;63
321,20200219,;5;270;140;140;170;63
321,20200219,;6;280;140;140;170;60
321,20200219,;7;270;130;130;160;60
321,20200219,;8;270;120;120;160;65
321,20200219,;9;260;130;140;160;60
321,20200219,;10;260;130;120;160;65
321,20200219,;11;260;110;110;140;67
321,20200219,;12;250;110;110;130;66
321,20200219,;13;250;110;90;130;69
321,20200219,;14;230;100;90;120;71
321,20200219,;15;230;100;90;120;75
321,20200219,;16;230;110;90;130;78
321,20200219,;17;230;110;110;130;75
321,20200219,;18;210;110;110;140;75
321,20200219,;19;190;110;110;130;75
321,20200219,;20;190;110;120;150;74
321,20200219,;21;200;120;120;150;79
321,20200219,;22;190;120;120;150;82
321,20200219,;23;200;130;130;160;86
321,20200219,;24;200;120;130;150;91
321,20200220,;1;210;140;140;170;93
321,20200220,;2;210;140;140;180;90
321,20200220,;3;210;140;130;160;90
321,20200220,;4;210;140;140;190;92
321,20200220,;5;210;130;120;160;89
321,20200220,;6;200;130;120;180;90
321,20200220,;7;200;130;130;160;91
321,20200220,;8;200;130;140;170;89
321,20200220,;9;190;140;140;180;90
321,20200220,;10;190;140;140;180;89
321,20200220,;11;190;150;140;200;87
321,20200220,;12;200;150;150;190;93
321,20200220,;13;200;150;150;210;98
321,20200220,;14;200;160;180;230;95
321,20200220,;15;200;170;170;230;82
321,20200220,;16;200;180;180;230;84
321,20200220,;17;280;160;160;240;69
321,20200220,;18;270;140;130;190;70
321,20200220,;19;270;140;140;190;68
321,20200220,;20;280;150;170;200;69
321,20200220,;21;270;160;160;220;69
321,20200220,;22;270;160;150;210;71
321,20200220,;23;260;160;160;200;69
321,20200220,;24;260;150;140;200;70
321,20200221,;1;260;140;140;180;70
321,20200221,;2;260;140;150;180;69
321,20200221,;3;260;150;150;190;71
321,20200221,;4;260;140;130;180;71
321,20200221,;5;250;130;130;160;71
321,20200221,;6;250;130;120;150;74
321,20200221,;7;250;120;110;150;75
321,20200221,;8;250;130;110;160;78
321,20200221,;9;240;120;100;140;80
321,20200221,;10;230;120;120;150;78
321,20200221,;11;220;130;140;180;81
321,20200221,;12;220;140;140;180;84
321,20200221,;13;210;140;150;190;88
321,20200221,;14;210;140;130;180;89
321,20200221,;15;210;140;150;190;90
321,20200221,;16;210;150;160;190;91
321,20200221,;17;210;150;140;190;91
321,20200221,;18;210;150;150;190;92
321,20200221,;19;210;160;150;200;93
321,20200221,;20;210;160;160;200;94
321,20200221,;21;210;160;160;210;95
321,20200221,;22;220;160;170;210;95
321,20200221,;23;220;180;180;230;95
321,20200221,;24;220;190;190;240;94
321,20200222,;1;210;180;180;230;93
321,20200222,;2;210;190;190;240;93
321,20200222,;3;210;190;200;250;93
321,20200222,;4;210;190;190;240;91
321,20200222,;5;210;190;200;240;91
321,20200222,;6;210;200;200;250;92
